125;фикктен вариант 4 208 см вес 85 кг пр.8.13/23-6 ДВФ НПО
126;фикктен вариант 5 109 см вес 300 кг пр.8.13/23-6 ДВФ НПО
127;фикктен вариант 6 105 см вес 80 кг пр.8.13/23-6 ДВФ НПО
128;фикктен вариант 7 220 см вес 110 кг пр.1939 ДВФ НПО
129;фикктен вариант 8 220 см вес 230 кг пр.1939 ДВФ НПО
58;ярус вертикальный кальмароловный пр.3.03.ДВФ
183;ярус донный 1100 м 1400 крючков пр.ОД НБТФ
600;ярус донный Morenot Dyrkorn AS (секция 180 м 150 крючков)
59;ярус донный для лова рыб пр. ДТРП
596;"ярус донный для лова рыбы пр.""Автолайн"" фирмы МУСТАД, Норвегия"
57;ярус тунцеловный пр. ДТРП
52;"ярусно -крючковая линия ""АВТОЛАЙН"" фирмы МУСТАД, НОРВЕГИЯ код 52"
177;"ярусно-крючковая линия ""МИНИЛАЙН"" ФИРМЫ МУСТАД,НОРВЕГИЯ"
178;"ярусно-крючковая линия ""ПОМОР"" НПО ПР код 178"
